Audit_ID,Audit_Date,Region,City,Parent_Company,Category,Brand,Product,Shelf_Location,System_Stock,Physical_Stock,Expiry_Date,Quality_Status,Planogram_Compliance,Price_Accuracy,Promo_Execution,Variance_Pct
AUD778767,23/04/2021,Northern Borders,Al Nairyah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A5-S4,183,199,19/11/2021,OK,Yes,Correct,Not Executed,8.74
AUD961438,08/06/2021,Northern Borders,Al Wasita,Almarai,Juices,Almarai,Almarai Apple 1.5L,A3-S2,121,87,15/05/2022,Near Expiry,Yes,Correct,Minor Issues,-28.1
AUD570055,06/02/2023,Qassim,Ar Rass,Nestlé,Dairy,Nido,Nido 900g,A5-S4,127,50,13/06/2023,OK,Partial,Correct,Perfect,-60.63
AUD503701,26/01/2025,Al Bahah,Qilwah,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A4-S3,158,98,05/04/2025,OK,Yes,Correct,Perfect,-37.97
AUD882507,09/02/2025,Makkah,Al Jumum,Nestlé,Beverages,Milo,Milo 400g,A3-S4,54,196,05/01/2026,Damaged,Yes,Correct,Perfect,262.96
AUD372797,11/08/2022,Northern Borders,Al Khafji,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A4-S2,80,158,02/01/2023,OK,Yes,Correct,Not Executed,97.5
AUD850310,20/11/2020,Madinah,Mahd Al Thahab,Unilever,Food,Lipton,Lipton Yellow Label 100g,A5-S4,56,44,30/06/2021,OK,Yes,Correct,Perfect,-21.43
AUD587185,08/03/2022,Jazan,Baish,Unilever,Personal Care,Dove,Dove Soap 90g,A4-S2,145,126,06/06/2022,Damaged,Yes,Correct,Not Executed,-13.1
AUD170212,23/12/2020,Northern Borders,Al Nairyah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A2-S1,93,22,25/05/2021,OK,Yes,Correct,Perfect,-76.34
AUD455565,21/03/2021,Al Bahah,Qilwah,Almarai,Juices,Almarai,Almarai Apple 1.5L,A1-S5,164,101,13/10/2021,OK,Yes,Correct,Perfect,-38.41
AUD316353,15/05/2022,Northern Borders,Al Nairyah,Almarai,Juices,Almarai,Almarai Apple 1.5L,A1-S3,112,125,13/02/2023,OK,Yes,Correct,Not Executed,11.61
AUD265602,15/02/2025,Northern Borders,Rafha,Nestlé,Dairy,Nido,Nido 900g,A3-S4,49,87,12/08/2025,OK,Yes,Correct,Perfect,77.55
AUD146237,21/04/2021,Jazan,Jazan,PepsiCo,Beverages,7Up,7Up 1L Bottle,A2-S3,34,43,15/06/2021,OK,Yes,Correct,Perfect,26.47
AUD919510,09/03/2022,Makkah,Al Jumum,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A1-S3,159,77,06/08/2022,OK,Yes,Correct,Perfect,-51.57
AUD440333,27/11/2021,Qassim,Unaizah,Unilever,Personal Care,Lux,Lux Body Wash,A3-S5,24,121,15/07/2022,OK,Yes,Correct,Perfect,404.17
AUD106314,13/03/2023,Eastern Province,Qatif,Almarai,Dairy,Lusine,Lusine Cheese 200g,A4-S2,113,152,06/10/2023,OK,Yes,Correct,Perfect,34.51
AUD960408,23/11/2023,Eastern Province,Khobar,Unilever,Personal Care,Lux,Lux Body Wash,A2-S1,120,196,24/01/2024,OK,Yes,Correct,Perfect,63.33
AUD182815,04/11/2023,Asir,Tanomah,PepsiCo,Snacks,Lays,Lays Classic 40g,A5-S1,55,21,22/06/2024,OK,Yes,Correct,Minor Issues,-61.82
AUD952543,28/02/2022,Eastern Province,Ras Tanura,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A6-S4,123,88,22/04/2022,OK,Yes,Correct,Perfect,-28.46
AUD733206,09/03/2024,Northern Borders,Al Nairyah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A2-S2,129,47,30/06/2024,OK,Yes,Correct,Perfect,-63.57
AUD923744,13/03/2022,Jazan,Baish,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A2-S1,58,106,04/06/2022,OK,Yes,Incorrect,Minor Issues,82.76
AUD255094,22/01/2020,Riyadh,Riyadh,Almarai,Juices,Almarai,Almarai Apple 1.5L,A4-S4,106,73,13/04/2020,OK,Yes,Correct,Minor Issues,-31.13
AUD683166,01/12/2022,Madinah,Mahd Al Thahab,Unilever,Personal Care,Lux,Lux Body Wash,A1-S1,173,181,18/02/2023,OK,Yes,Correct,Perfect,4.62
AUD502739,13/02/2020,Najran,Badr Al Janub,Nestlé,Confectionery,KitKat,KitKat 4-finger,A2-S1,149,60,06/05/2020,OK,Yes,Correct,Not Executed,-59.73
AUD159038,15/08/2020,Makkah,Jeddah,Nestlé,Confectionery,Quality,Quality Street Tin,A4-S3,180,63,23/03/2021,OK,Yes,Correct,Perfect,-65
AUD395732,23/10/2024,Northern Borders,Rafha,PepsiCo,Beverages,7Up,7Up 1L Bottle,A3-S4,75,39,02/10/2025,OK,Yes,Correct,Perfect,-48
AUD182758,01/12/2024,Asir,Bisha,Unilever,Food,Knorr,Knorr Chicken Cubes,A5-S5,193,113,05/06/2025,OK,Partial,Incorrect,Minor Issues,-41.45
AUD394819,20/09/2022,Najran,Sharurah,Almarai,Dairy,Lusine,Lusine Cheese 200g,A6-S1,160,17,17/01/2023,OK,Partial,Correct,Perfect,-89.38
AUD940132,12/09/2023,Riyadh,Thadiq,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A2-S5,119,108,26/10/2023,OK,Yes,Correct,Perfect,-9.24
AUD743171,03/10/2022,Riyadh,Dhurma,Unilever,Personal Care,Dove,Dove Soap 90g,A5-S5,120,118,12/12/2022,OK,Yes,Correct,Not Executed,-1.67
AUD555678,02/08/2020,Madinah,Al Ula,Almarai,Dairy,Lusine,Lusine Cheese 200g,A1-S4,60,59,27/12/2020,OK,Yes,Correct,Perfect,-1.67
AUD605059,28/08/2022,Northern Borders,Turaif,Almarai,Dairy,Lusine,Lusine Cheese 200g,A4-S1,38,74,18/03/2023,OK,Partial,Correct,Perfect,94.74
AUD488762,14/05/2023,Madinah,Al Ula,Almarai,Juices,Almarai,Almarai Mango 1.5L,A3-S5,175,121,30/01/2024,OK,Yes,Incorrect,Perfect,-30.86
AUD839644,16/01/2023,Qassim,Al Asyah,Unilever,Food,Knorr,Knorr Chicken Cubes,A3-S4,182,36,11/05/2023,Damaged,Yes,Correct,Perfect,-80.22
AUD314888,26/02/2021,Al Bahah,Al Mandaq,Unilever,Food,Lipton,Lipton Yellow Label 100g,A2-S2,86,83,05/10/2021,OK,Yes,Correct,Perfect,-3.49
AUD399678,16/07/2023,Eastern Province,Khobar,Almarai,Dairy,Almarai,Almarai Milk 1L,A2-S2,142,148,20/05/2024,OK,Yes,Correct,Perfect,4.23
AUD106779,07/08/2020,Madinah,Khaybar,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A4-S5,22,101,18/09/2020,OK,Yes,Correct,Not Executed,359.09
AUD906985,01/07/2024,Riyadh,Diriyah,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A4-S4,30,115,24/08/2024,OK,Yes,Correct,Minor Issues,283.33
AUD247600,17/03/2025,Madinah,Yanbu,PepsiCo,Beverages,7Up,7Up 1L Bottle,A3-S1,65,155,18/07/2025,Near Expiry,Yes,Correct,Minor Issues,138.46
AUD221043,25/03/2022,Riyadh,Dhurma,Nestlé,Confectionery,Quality,Quality Street Tin,A3-S5,124,68,25/03/2023,Damaged,Yes,Correct,Perfect,-45.16
AUD352379,11/01/2023,Makkah,Al Khurmah,Almarai,Juices,Almarai,Almarai Mango 1.5L,A1-S4,182,68,11/12/2023,OK,Yes,Correct,Perfect,-62.64
AUD460888,22/05/2022,Madinah,Madinah,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A3-S1,95,38,20/04/2023,OK,No,Correct,Perfect,-60
AUD312290,29/10/2024,Eastern Province,Qatif,Almarai,Juices,Almarai,Almarai Apple 1.5L,A4-S4,104,77,07/10/2025,OK,Yes,Correct,Minor Issues,-25.96
AUD922558,18/12/2021,Qassim,Unaizah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A3-S5,146,16,09/07/2022,OK,Yes,Correct,Perfect,-89.04
AUD143937,13/02/2021,Northern Borders,Rafha,Almarai,Dairy,Lusine,Lusine Cheese 200g,A5-S5,154,90,09/10/2021,OK,Yes,Correct,Perfect,-41.56
AUD139211,08/02/2025,Eastern Province,Dhahran,Almarai,Juices,Almarai,Almarai Apple 1.5L,A4-S1,111,106,27/07/2025,OK,Yes,Correct,Perfect,-4.5
AUD802892,07/08/2023,Hail,Baqa,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A5-S2,155,84,15/12/2023,OK,Yes,Correct,Minor Issues,-45.81
AUD446600,30/08/2024,Madinah,Khaybar,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A6-S1,68,153,19/04/2025,OK,Yes,Correct,Perfect,125
AUD444227,29/04/2024,Northern Borders,Arar,Almarai,Juices,Almarai,Almarai Mango 1.5L,A5-S2,165,45,19/09/2024,Damaged,Yes,Correct,Minor Issues,-72.73
AUD210091,24/04/2023,Najran,Badr Al Janub,Almarai,Juices,Almarai,Almarai Apple 1.5L,A1-S2,190,135,05/01/2024,OK,Yes,Incorrect,Perfect,-28.95
AUD285356,26/07/2020,Tabuk,Tabuk,Nestlé,Dairy,Nido,Nido 900g,A1-S1,129,83,16/11/2020,OK,Yes,Correct,Not Executed,-35.66
AUD934072,22/06/2023,Riyadh,Huraymila,PepsiCo,Snacks,Lays,Lays Classic 40g,A6-S5,21,47,13/09/2023,OK,Yes,Correct,Minor Issues,123.81
AUD861412,04/01/2022,Northern Borders,Al Nairyah,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A2-S3,36,59,25/10/2022,OK,Partial,Correct,Perfect,63.89
AUD842469,08/04/2020,Eastern Province,Hafr Al Batin,Unilever,Personal Care,Dove,Dove Soap 90g,A1-S1,75,188,31/12/2020,OK,Yes,Correct,Perfect,150.67
AUD210934,17/02/2022,Madinah,Mahd Al Thahab,Almarai,Dairy,Almarai,Almarai Milk 1L,A1-S1,139,181,01/08/2022,OK,Yes,Correct,Perfect,30.22
AUD714213,12/11/2024,Tabuk,Duba,Almarai,Juices,Almarai,Almarai Apple 1.5L,A5-S4,86,116,24/04/2025,OK,No,Correct,Perfect,34.88
AUD594832,09/06/2023,Tabuk,Haql,Unilever,Personal Care,Dove,Dove Soap 90g,A4-S1,140,47,28/10/2023,OK,Yes,Correct,Perfect,-66.43
AUD965120,01/11/2023,Hail,Al Makhrouq,Unilever,Personal Care,Lux,Lux Body Wash,A3-S2,54,39,23/02/2024,OK,Yes,Correct,Minor Issues,-27.78
AUD146414,25/03/2025,Madinah,Al Ula,Unilever,Personal Care,Dove,Dove Soap 90g,A4-S4,105,89,05/06/2025,OK,Yes,Correct,Minor Issues,-15.24
AUD635890,25/04/2022,Madinah,Al Henakiyah,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A3-S1,41,54,17/08/2022,OK,Yes,Correct,Minor Issues,31.71
AUD406134,12/02/2024,Madinah,Al Ula,Nestlé,Dairy,Nido,Nido 900g,A1-S4,197,49,05/08/2024,OK,Yes,Correct,Not Executed,-75.13
AUD276537,01/10/2020,Northern Borders,Al Khafji,Nestlé,Beverages,Milo,Milo 400g,A6-S3,83,163,15/06/2021,OK,Yes,Correct,Minor Issues,96.39
AUD413717,04/04/2023,Makkah,Makkah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A3-S3,196,30,03/09/2023,OK,Yes,Correct,Perfect,-84.69
AUD582950,29/08/2023,Al Bahah,Al Qara,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A1-S4,169,105,24/03/2024,OK,Yes,Correct,Perfect,-37.87
AUD855324,20/04/2025,Al Bahah,Al Aqiq,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A1-S3,192,30,07/07/2025,Expired,Partial,Incorrect,Minor Issues,-84.38
AUD309431,16/12/2021,Asir,Khamis Mushait,Unilever,Personal Care,Lux,Lux Body Wash,A3-S3,94,52,16/04/2022,OK,Yes,Correct,Minor Issues,-44.68
AUD652639,06/09/2023,Madinah,Madinah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A3-S5,141,181,28/05/2024,OK,Yes,Correct,Perfect,28.37
AUD244524,06/07/2020,Hail,Al Ghazalah,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A1-S1,76,88,27/08/2020,Expired,Yes,Correct,Perfect,15.79
AUD693027,15/08/2024,Al Bahah,Al Makhwah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A2-S3,119,89,03/08/2025,OK,Yes,Correct,Perfect,-25.21
AUD124519,18/11/2021,Al Bahah,Al Aqiq,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A5-S4,87,75,27/06/2022,OK,No,Correct,Perfect,-13.79
AUD486174,05/08/2020,Riyadh,Thadiq,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A3-S5,162,24,01/02/2021,OK,Yes,Incorrect,Perfect,-85.19
AUD447624,09/09/2020,Qassim,Al Asyah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A6-S3,162,102,20/10/2020,OK,Yes,Correct,Perfect,-37.04
AUD652278,27/05/2020,Hail,Hail,Nestlé,Confectionery,KitKat,KitKat 4-finger,A1-S5,178,98,19/11/2020,OK,Yes,Correct,Perfect,-44.94
AUD939419,07/04/2023,Qassim,Unaizah,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A1-S3,185,149,11/11/2023,OK,Yes,Correct,Perfect,-19.46
AUD700015,06/09/2020,Riyadh,Al Majmaah,Nestlé,Dairy,Nido,Nido 900g,A4-S5,36,185,27/03/2021,OK,Partial,Correct,Minor Issues,413.89
AUD430625,16/03/2023,Makkah,Makkah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A2-S5,37,161,17/02/2024,OK,Yes,Correct,Perfect,335.14
AUD769500,28/05/2020,Najran,Thar,Unilever,Personal Care,Dove,Dove Soap 90g,A6-S4,64,161,27/05/2021,OK,Partial,Correct,Perfect,151.56
AUD622698,22/02/2021,Jazan,Abu Arish,Nestlé,Beverages,Milo,Milo 400g,A5-S4,76,199,22/11/2021,OK,Partial,Correct,Perfect,161.84
AUD207321,06/09/2023,Qassim,Buraidah,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A4-S3,164,81,03/01/2024,Near Expiry,Yes,Correct,Perfect,-50.61
AUD988835,18/11/2021,Hail,Al Makhrouq,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A2-S2,196,70,24/05/2022,OK,Yes,Correct,Perfect,-64.29
AUD648606,04/05/2021,Tabuk,Haql,Nestlé,Confectionery,KitKat,KitKat 4-finger,A1-S1,23,99,10/04/2022,OK,Yes,Correct,Perfect,330.43
AUD945409,21/08/2023,Hail,Al Makhrouq,Nestlé,Confectionery,Quality,Quality Street Tin,A3-S1,36,47,23/04/2024,OK,Yes,Correct,Perfect,30.56
AUD241310,14/07/2022,Makkah,Al Qunfudhah,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A6-S4,70,149,22/06/2023,OK,Yes,Correct,Perfect,112.86
AUD267666,24/12/2022,Asir,Bisha,Unilever,Food,Lipton,Lipton Yellow Label 100g,A5-S3,101,116,17/05/2023,OK,Yes,Correct,Perfect,14.85
AUD355310,03/02/2025,Asir,Balqarn,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A2-S2,85,49,23/09/2025,OK,Yes,Correct,Perfect,-42.35
AUD314125,23/04/2024,Hail,Al Sulaimi,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A5-S2,144,38,21/06/2024,OK,Yes,Correct,Perfect,-73.61
AUD348995,27/06/2024,Madinah,Mahd Al Thahab,Nestlé,Confectionery,KitKat,KitKat 4-finger,A1-S4,153,24,30/12/2024,OK,Yes,Correct,Minor Issues,-84.31
AUD929847,15/04/2025,Tabuk,Al Wajh,Unilever,Personal Care,Lux,Lux Body Wash,A1-S1,70,158,24/10/2025,OK,Yes,Correct,Perfect,125.71
AUD596712,14/12/2021,Tabuk,Duba,Nestlé,Beverages,Milo,Milo 400g,A6-S2,45,181,20/07/2022,OK,Partial,Incorrect,Perfect,302.22
AUD852346,15/04/2025,Makkah,Al Jumum,Unilever,Food,Lipton,Lipton Yellow Label 100g,A2-S3,40,79,30/10/2025,OK,Yes,Correct,Perfect,97.5
AUD354152,21/02/2025,Northern Borders,Rafha,Unilever,Personal Care,Lux,Lux Body Wash,A6-S2,42,125,16/08/2025,Near Expiry,Yes,Correct,Perfect,197.62
AUD573411,18/01/2024,Makkah,Makkah,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A6-S5,78,190,10/12/2024,OK,Yes,Correct,Perfect,143.59
AUD348674,08/07/2020,Northern Borders,Al Wasita,Unilever,Food,Knorr,Knorr Chicken Cubes,A3-S5,20,122,29/05/2021,Damaged,Yes,Correct,Minor Issues,510
AUD778002,06/05/2022,Hail,Al Ghazalah,Almarai,Dairy,Lusine,Lusine Cheese 200g,A2-S4,145,186,14/08/2022,OK,Yes,Incorrect,Perfect,28.28
AUD523842,24/10/2024,Al Bahah,Al Aqiq,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A2-S4,144,101,14/07/2025,OK,Yes,Incorrect,Perfect,-29.86
AUD690028,06/09/2024,Riyadh,Huraymila,Almarai,Juices,Almarai,Almarai Apple 1.5L,A6-S5,100,99,18/03/2025,Near Expiry,Yes,Correct,Perfect,-1
AUD700543,11/12/2020,Qassim,Ar Rass,Unilever,Personal Care,Dove,Dove Soap 90g,A5-S4,114,35,30/09/2021,OK,Yes,Incorrect,Perfect,-69.3
AUD404287,20/11/2020,Madinah,Yanbu,Nestlé,Beverages,Milo,Milo 400g,A1-S2,112,104,01/03/2021,OK,Yes,Correct,Perfect,-7.14
AUD676927,26/01/2022,Hail,Al Ghazalah,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A6-S2,143,51,30/03/2022,Damaged,No,Correct,Perfect,-64.34
AUD168208,28/04/2020,Al Bahah,Al Qara,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A2-S4,34,186,13/10/2020,OK,Yes,Correct,Minor Issues,447.06
AUD101793,02/04/2023,Jazan,Jazan,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A4-S4,53,196,21/01/2024,OK,Yes,Correct,Perfect,269.81
AUD752372,13/10/2022,Madinah,Madinah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A6-S5,123,129,30/03/2023,OK,Partial,Correct,Minor Issues,4.88
AUD226914,22/06/2024,Makkah,Taif,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A4-S4,52,88,24/10/2024,Near Expiry,Yes,Correct,Perfect,69.23
AUD644133,17/01/2020,Northern Borders,Arar,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A2-S1,67,158,07/12/2020,OK,Partial,Correct,Perfect,135.82
AUD193314,05/07/2024,Tabuk,Al Wajh,Almarai,Juices,Almarai,Almarai Apple 1.5L,A3-S3,87,140,26/04/2025,OK,Yes,Correct,Perfect,60.92
AUD654127,04/03/2023,Najran,Sharurah,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A3-S1,56,207,21/08/2023,OK,Yes,Correct,Perfect,269.64
AUD304891,26/07/2023,Qassim,Al Mithnab,PepsiCo,Beverages,7Up,7Up 1L Bottle,A4-S3,157,27,09/04/2024,OK,Yes,Correct,Perfect,-82.8
AUD601237,10/07/2020,Asir,Abha,Unilever,Personal Care,Lux,Lux Body Wash,A1-S4,45,63,07/07/2021,OK,Partial,Correct,Perfect,40
AUD720935,09/07/2024,Tabuk,Al Wajh,Almarai,Dairy,Lusine,Lusine Cheese 200g,A1-S5,24,190,22/01/2025,OK,Yes,Correct,Perfect,691.67
AUD948216,16/05/2022,Qassim,Buraidah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A1-S2,167,104,09/02/2023,OK,Yes,Correct,Perfect,-37.72
AUD217561,19/05/2020,Riyadh,Huraymila,Almarai,Dairy,Almarai,Almarai Milk 1L,A6-S1,60,129,07/03/2021,OK,Yes,Correct,Minor Issues,115
AUD511595,15/07/2021,Tabuk,Al Bidaa,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A1-S1,22,109,06/01/2022,OK,Yes,Correct,Not Executed,395.45
AUD826886,10/10/2021,Najran,Najran,PepsiCo,Snacks,Lays,Lays Classic 40g,A1-S4,149,19,24/03/2022,OK,Yes,Correct,Perfect,-87.25
AUD827342,24/02/2021,Madinah,Al Ula,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A3-S4,153,202,02/04/2021,OK,Yes,Correct,Perfect,32.03
AUD913100,01/10/2020,Makkah,Al Lith,Nestlé,Dairy,Nido,Nido 900g,A1-S2,102,186,13/09/2021,OK,Yes,Correct,Perfect,82.35
AUD925765,29/05/2022,Najran,Badr Al Janub,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A4-S5,51,117,29/12/2022,OK,Yes,Correct,Perfect,129.41
AUD520053,11/03/2024,Tabuk,Al Bidaa,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A6-S5,78,208,12/05/2024,OK,Yes,Incorrect,Minor Issues,166.67
AUD729614,18/06/2024,Northern Borders,Al Khafji,Almarai,Juices,Almarai,Almarai Apple 1.5L,A2-S4,134,167,14/11/2024,OK,Yes,Correct,Minor Issues,24.63
AUD392428,23/12/2023,Eastern Province,Dammam,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A5-S4,151,182,04/06/2024,OK,Yes,Correct,Perfect,20.53
AUD285640,13/12/2023,Al Bahah,Al Makhwah,Almarai,Juices,Almarai,Almarai Mango 1.5L,A4-S4,127,200,02/09/2024,Damaged,Yes,Correct,Perfect,57.48
AUD921648,14/10/2024,Madinah,Al Ula,Unilever,Personal Care,Lux,Lux Body Wash,A6-S4,84,82,28/03/2025,Damaged,Yes,Correct,Perfect,-2.38
AUD685314,11/11/2022,Eastern Province,Dammam,Almarai,Dairy,Almarai,Almarai Milk 1L,A6-S2,95,125,01/03/2023,OK,Yes,Correct,Minor Issues,31.58
AUD297579,09/05/2023,Al Bahah,Al Aqiq,Unilever,Food,Knorr,Knorr Chicken Cubes,A5-S1,24,75,26/06/2023,OK,Yes,Correct,Perfect,212.5
AUD770937,28/03/2024,Madinah,Badr,Nestlé,Confectionery,KitKat,KitKat 4-finger,A4-S1,125,96,13/03/2025,OK,Yes,Correct,Perfect,-23.2
AUD424860,28/02/2022,Tabuk,Tayma,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A4-S5,69,204,03/09/2022,OK,Yes,Correct,Perfect,195.65
AUD892924,19/11/2020,Riyadh,Riyadh,Almarai,Juices,Almarai,Almarai Apple 1.5L,A4-S2,180,31,11/09/2021,OK,Yes,Correct,Perfect,-82.78
AUD966390,14/02/2024,Riyadh,Huraymila,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A3-S5,55,62,27/12/2024,OK,Yes,Correct,Minor Issues,12.73
AUD166727,14/12/2023,Makkah,Al Jumum,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A1-S5,168,69,26/11/2024,OK,Yes,Correct,Perfect,-58.93
AUD833442,09/09/2020,Al Bahah,Qilwah,Nestlé,Beverages,Milo,Milo 400g,A3-S1,153,78,22/04/2021,OK,Yes,Correct,Perfect,-49.02
AUD842566,16/04/2024,Al Bahah,Al Makhwah,Nestlé,Confectionery,KitKat,KitKat 4-finger,A4-S1,191,112,29/08/2024,OK,Yes,Correct,Minor Issues,-41.36
AUD647471,06/03/2021,Asir,Muhayil,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A4-S2,47,151,03/08/2021,OK,Yes,Correct,Perfect,221.28
AUD280123,10/04/2020,Makkah,Jeddah,Nestlé,Beverages,Milo,Milo 400g,A3-S2,65,151,12/01/2021,OK,Yes,Correct,Perfect,132.31
AUD169953,07/10/2022,Riyadh,Riyadh,Almarai,Dairy,Almarai,Almarai Milk 1L,A4-S4,58,89,27/11/2022,OK,Yes,Correct,Minor Issues,53.45
AUD336547,07/06/2020,Northern Borders,Al Khafji,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A4-S3,104,56,17/03/2021,OK,Partial,Correct,Perfect,-46.15
AUD918293,16/08/2023,Northern Borders,Al Khafji,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A4-S5,36,110,11/11/2023,OK,Yes,Correct,Perfect,205.56
AUD153633,18/03/2023,Jazan,Samtah,Unilever,Food,Knorr,Knorr Chicken Cubes,A4-S1,89,67,16/12/2023,OK,Yes,Correct,Minor Issues,-24.72
AUD728315,29/03/2020,Hail,Al Hazm,Almarai,Juices,Almarai,Almarai Apple 1.5L,A3-S5,112,45,22/11/2020,OK,Yes,Correct,Perfect,-59.82
AUD353405,05/07/2021,Northern Borders,Al Khafji,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A3-S5,143,31,04/02/2022,OK,Yes,Correct,Perfect,-78.32
